datetime,PM2.5,PM10,NO2,CO,SO2,temperature,humidity,wind_speed
2023-07-18 07:00:00,28.16,49.12,33.23,1.34,3.61,25.81,52.39,3.47
2023-07-18 08:00:00,38.54,92.66,35.17,1.45,5.68,27.29,65.46,1.7
2023-07-18 09:00:00,26.8,61.42,40.06,1.44,4.24,27.44,48.31,3.93
2023-07-18 10:00:00,33.63,78.45,27.66,1.24,2.94,32.54,56.27,2.18
2023-07-18 11:00:00,26.16,57.46,25.83,1.11,5.28,29.74,55.82,2.85
2023-07-18 12:00:00,16.27,30.7,21.19,0.92,,29.21,64.03,3.23
2023-07-18 13:00:00,16.39,,19.35,0.91,5.24,31.9,52.62,2.67
2023-07-18 14:00:00,27.76,56.45,30.41,1.42,4.56,27.23,69.82,3.66
2023-07-18 15:00:00,17.62,33.93,25.42,1.0,8.42,30.44,51.67,3.93
2023-07-18 16:00:00,16.82,37.6,22.01,1.05,5.38,31.72,62.27,5.72
2023-07-18 17:00:00,19.36,48.48,27.69,1.23,8.85,28.08,54.2,8.48
2023-07-18 18:00:00,26.11,57.17,27.52,1.14,5.33,26.93,64.84,5.09
2023-07-18 19:00:00,26.46,61.3,25.77,1.2,11.42,26.1,53.0,5.08
2023-07-18 20:00:00,23.83,,21.77,0.98,4.62,26.58,60.55,6.06
2023-07-18 21:00:00,25.85,55.73,20.06,1.11,4.41,24.54,72.94,5.68
2023-07-18 22:00:00,20.64,45.56,18.99,1.01,4.55,22.21,65.16,4.79
2023-07-18 23:00:00,8.79,29.6,16.19,1.02,5.01,22.63,73.36,8.23
2023-07-19 00:00:00,11.37,29.85,18.66,0.82,3.56,18.79,66.76,8.22
2023-07-19 01:00:00,15.0,36.1,,0.9,1.6,22.28,60.13,6.37
2023-07-19 02:00:00,25.45,66.11,21.35,1.03,6.78,19.22,68.0,3.49
2023-07-19 03:00:00,21.95,54.51,24.16,1.08,1.9,21.29,69.91,2.68
2023-07-19 04:00:00,20.48,35.76,24.57,1.32,4.5,16.9,53.24,3.35
2023-07-19 05:00:00,27.63,56.63,30.2,1.26,5.47,25.07,66.12,2.08
2023-07-19 06:00:00,61.32,112.7,31.33,1.56,2.14,24.27,55.06,1.61
2023-07-19 07:00:00,29.8,54.16,30.19,1.37,2.58,29.08,49.23,2.61
2023-07-19 08:00:00,40.98,70.42,33.19,1.54,5.8,28.84,63.24,3.08
2023-07-19 09:00:00,38.07,74.95,34.74,1.4,3.31,31.34,67.63,2.19
2023-07-19 10:00:00,35.54,75.67,34.92,1.91,2.6,27.72,61.55,1.85
2023-07-19 11:00:00,33.95,71.44,27.5,1.34,3.9,32.47,45.18,2.66
2023-07-19 12:00:00,23.02,41.77,23.93,1.11,5.97,34.77,48.82,3.37
2023-07-19 13:00:00,18.49,50.33,24.98,1.05,,31.92,53.12,2.56
2023-07-19 14:00:00,25.2,41.74,27.8,1.15,4.01,31.47,58.39,3.88
2023-07-19 15:00:00,15.48,37.41,25.47,0.98,4.86,29.43,57.88,4.89
2023-07-19 16:00:00,22.85,56.6,26.88,1.1,6.2,27.01,64.35,4.21
2023-07-19 17:00:00,28.16,63.48,24.19,1.11,5.42,28.38,67.3,5.31
2023-07-19 18:00:00,37.48,60.07,32.09,1.5,4.38,22.55,66.72,5.37
2023-07-19 19:00:00,21.8,50.73,25.52,1.23,7.96,23.43,70.44,7.97
2023-07-19 20:00:00,23.92,42.35,23.37,1.19,5.25,19.52,64.23,6.01
2023-07-19 21:00:00,30.5,48.74,25.6,1.54,7.71,20.62,91.87,5.77
2023-07-19 22:00:00,20.57,51.92,18.82,,6.08,22.51,68.41,5.15
2023-07-19 23:00:00,8.34,19.52,20.42,0.83,2.79,21.74,70.08,9.15
2023-07-20 00:00:00,8.02,15.35,16.28,0.89,4.45,20.56,79.61,8.87
2023-07-20 01:00:00,16.08,29.6,21.03,0.98,2.38,20.97,65.93,4.2
2023-07-20 02:00:00,11.31,23.51,17.76,0.88,5.85,17.36,62.95,6.97
2023-07-20 03:00:00,15.17,33.61,20.23,,1.78,21.18,75.51,3.93
2023-07-20 04:00:00,20.84,38.57,24.79,1.02,4.08,21.6,75.64,4.28
2023-07-20 05:00:00,22.74,46.9,29.99,1.13,3.61,22.85,64.95,1.73
2023-07-20 06:00:00,29.83,54.74,30.73,1.29,2.38,26.66,74.75,1.3
2023-07-20 07:00:00,31.55,70.46,,1.28,5.83,25.03,61.31,2.15
2023-07-20 08:00:00,41.39,104.87,35.45,1.51,3.25,26.75,68.06,1.12
2023-07-20 09:00:00,27.25,56.03,35.37,1.51,5.39,24.82,74.27,4.4
2023-07-20 10:00:00,25.58,56.88,32.16,1.48,5.87,29.2,59.42,3.84
2023-07-20 11:00:00,28.42,72.96,22.58,1.1,6.8,28.11,63.16,3.47
2023-07-20 12:00:00,26.33,58.77,26.18,1.28,6.68,30.62,65.71,2.05
2023-07-20 13:00:00,17.41,30.73,22.51,0.93,4.32,28.39,56.36,3.4
2023-07-20 14:00:00,22.66,45.68,20.72,0.96,6.35,30.0,51.49,3.12
2023-07-20 15:00:00,20.8,41.08,32.94,1.2,6.87,28.71,69.7,7.48
2023-07-20 16:00:00,21.79,42.12,23.87,1.11,5.68,31.3,59.41,5.42
2023-07-20 17:00:00,25.08,55.17,29.55,1.24,19.96,27.75,55.76,4.67
2023-07-20 18:00:00,24.67,52.49,23.66,1.2,5.88,21.78,65.33,5.97
2023-07-20 19:00:00,31.17,49.14,26.11,1.14,5.19,21.64,68.76,5.12
2023-07-20 20:00:00,22.4,38.4,26.35,1.32,6.01,23.07,50.99,5.24
2023-07-20 21:00:00,18.0,30.85,25.94,1.39,7.49,20.07,71.68,5.06
2023-07-20 22:00:00,12.41,30.3,20.58,0.85,3.28,15.19,73.11,7.81
2023-07-20 23:00:00,19.0,35.12,21.66,0.97,6.09,23.33,76.58,5.6
2023-07-21 00:00:00,14.48,35.35,18.58,1.03,2.31,21.8,62.81,4.6
2023-07-21 01:00:00,13.03,21.51,17.68,0.95,3.2,21.57,75.76,3.52
2023-07-21 02:00:00,12.96,28.85,26.27,1.04,2.39,19.81,65.79,3.96
2023-07-21 03:00:00,13.38,33.87,17.45,0.8,12.21,22.68,64.97,3.56
2023-07-21 04:00:00,18.7,33.28,22.6,1.02,2.72,21.45,67.09,2.62
2023-07-21 05:00:00,23.73,53.94,23.81,1.04,3.08,24.47,79.17,2.58
2023-07-21 06:00:00,31.9,47.88,30.66,1.26,2.56,23.52,53.27,1.43
2023-07-21 07:00:00,26.03,50.63,31.05,1.3,6.39,29.68,62.21,4.9
2023-07-21 08:00:00,43.51,110.88,36.02,1.66,9.39,24.72,62.56,1.45
2023-07-21 09:00:00,25.1,68.53,28.03,1.11,5.7,31.36,56.69,5.52
2023-07-21 10:00:00,33.09,79.29,33.84,1.43,6.6,29.77,62.85,2.29
2023-07-21 11:00:00,24.55,52.37,24.73,1.04,5.66,29.21,67.48,4.5
2023-07-21 12:00:00,20.83,32.51,23.77,1.17,3.7,30.69,61.7,3.29
2023-07-21 13:00:00,20.86,,20.71,,7.84,31.65,66.56,5.27
2023-07-21 14:00:00,21.05,38.2,27.51,1.07,15.62,32.42,54.06,3.02
2023-07-21 15:00:00,19.14,35.27,24.34,1.03,4.54,29.52,58.0,3.83
2023-07-21 16:00:00,22.47,52.46,28.68,1.22,5.51,26.08,53.13,4.66
2023-07-21 17:00:00,24.61,47.43,26.68,1.11,11.56,26.76,76.45,4.94
2023-07-21 18:00:00,15.77,23.18,21.76,1.0,8.24,28.99,57.31,9.13
2023-07-21 19:00:00,24.29,36.97,24.91,1.14,3.93,26.76,58.22,5.68
2023-07-21 20:00:00,17.63,34.67,22.57,0.97,6.8,24.68,67.11,10.37
2023-07-21 21:00:00,19.11,45.65,21.13,1.27,7.13,23.41,72.13,6.51
2023-07-21 22:00:00,18.88,55.43,18.89,0.9,2.86,22.43,58.52,7.44
2023-07-21 23:00:00,,39.91,21.64,0.9,8.31,22.85,73.22,5.17
2023-07-22 00:00:00,19.44,50.83,23.92,1.11,2.94,19.34,64.1,4.32
2023-07-22 01:00:00,14.03,38.8,17.35,0.84,3.32,17.71,79.28,3.6
2023-07-22 02:00:00,23.29,,16.37,0.87,,21.06,60.82,4.6
2023-07-22 03:00:00,22.85,46.59,18.63,1.17,1.45,20.08,71.82,7.83
2023-07-22 04:00:00,23.15,46.05,22.51,1.22,1.16,,65.83,2.19
2023-07-22 05:00:00,32.5,59.15,25.1,1.23,8.67,22.52,54.98,3.8
2023-07-22 06:00:00,28.76,63.88,34.78,1.29,4.04,30.22,46.49,1.95
2023-07-22 07:00:00,20.66,52.67,27.96,1.13,2.45,26.82,54.6,8.61
2023-07-22 08:00:00,,94.0,29.41,1.26,2.68,28.48,67.16,4.06
2023-07-22 09:00:00,37.56,,35.0,1.5,3.63,26.34,45.38,1.46
2023-07-22 10:00:00,26.37,68.98,39.89,1.38,3.66,25.89,63.96,3.45
2023-07-22 11:00:00,26.68,46.35,27.02,1.28,9.81,28.44,61.22,3.57
2023-07-22 12:00:00,13.23,31.0,25.08,1.04,6.33,33.13,42.04,4.16
2023-07-22 13:00:00,18.03,26.63,22.18,0.93,5.62,30.75,51.02,2.61
2023-07-22 14:00:00,19.69,39.66,22.51,1.02,5.82,30.78,50.99,5.49
2023-07-22 15:00:00,37.55,83.07,22.65,1.15,6.7,30.26,58.21,3.97
2023-07-22 16:00:00,25.67,54.66,24.14,1.08,12.54,26.57,72.48,5.34
2023-07-22 17:00:00,34.3,60.32,26.57,1.39,6.45,29.32,67.14,4.6
2023-07-22 18:00:00,20.82,45.9,26.87,1.09,5.21,23.99,59.93,5.96
2023-07-22 19:00:00,16.86,43.79,27.4,1.15,5.08,26.77,53.95,8.49
2023-07-22 20:00:00,18.64,48.58,24.22,0.99,4.11,23.64,50.62,5.29
2023-07-22 21:00:00,12.15,22.75,23.25,1.2,8.12,18.14,64.46,7.83
2023-07-22 22:00:00,24.15,63.82,22.31,1.1,5.9,19.43,59.27,5.59
2023-07-22 23:00:00,13.89,37.06,24.29,1.02,7.86,16.85,68.23,5.0
2023-07-23 00:00:00,16.21,42.06,21.8,0.9,4.24,22.47,64.04,4.09
2023-07-23 01:00:00,12.0,26.73,15.85,0.81,1.86,20.26,61.98,4.65
2023-07-23 02:00:00,,38.67,16.6,0.88,8.93,16.36,65.28,3.33
2023-07-23 03:00:00,,28.66,17.91,0.84,,22.36,58.56,6.7
2023-07-23 04:00:00,17.38,33.91,24.67,1.17,3.42,21.57,60.65,2.41
2023-07-23 05:00:00,26.25,53.64,24.04,1.32,3.97,20.88,76.78,2.91
2023-07-23 06:00:00,27.78,77.51,36.56,1.38,10.7,28.5,63.34,2.49
2023-07-23 07:00:00,44.72,112.62,33.49,1.63,7.12,26.65,64.93,1.68
2023-07-23 08:00:00,31.46,56.2,33.36,1.29,5.39,27.06,68.45,3.87
2023-07-23 09:00:00,38.57,90.43,34.95,1.63,7.1,27.88,67.08,1.37
2023-07-23 10:00:00,27.23,53.34,29.08,1.22,9.49,26.45,72.24,3.82
2023-07-23 11:00:00,25.67,65.0,32.39,1.26,3.03,27.36,64.82,1.93
2023-07-23 12:00:00,22.04,51.53,21.3,1.23,5.62,32.71,57.47,
2023-07-23 13:00:00,20.84,44.46,21.28,1.15,7.5,,54.05,6.8
2023-07-23 14:00:00,17.54,33.38,26.09,1.07,5.39,29.52,51.79,4.52
2023-07-23 15:00:00,26.99,54.35,23.08,1.07,7.88,24.59,69.39,5.01
2023-07-23 16:00:00,25.84,42.52,26.39,1.14,18.45,25.01,61.11,4.46
2023-07-23 17:00:00,34.64,62.62,29.45,1.36,5.87,27.66,49.0,4.64
2023-07-23 18:00:00,22.87,45.6,28.83,1.28,5.77,25.9,44.54,6.57
2023-07-23 19:00:00,21.34,46.81,26.77,1.28,4.66,27.36,77.3,6.03
2023-07-23 20:00:00,21.27,59.05,21.66,1.19,5.55,25.33,53.85,5.57
2023-07-23 21:00:00,15.46,31.28,22.23,0.98,3.14,21.15,59.59,5.5
2023-07-23 22:00:00,9.29,14.97,18.9,0.8,4.57,21.76,74.42,8.03
2023-07-23 23:00:00,11.63,20.17,19.5,0.89,4.33,19.68,56.59,7.72
2023-07-24 00:00:00,14.55,25.25,25.31,1.03,3.96,24.14,66.94,4.48
2023-07-24 01:00:00,11.57,18.66,20.77,0.84,3.21,22.5,78.58,5.89
2023-07-24 02:00:00,14.36,32.03,18.99,0.94,10.8,21.04,82.08,3.39
2023-07-24 03:00:00,11.04,25.78,18.41,0.95,5.38,21.9,60.9,4.96
2023-07-24 04:00:00,23.06,40.18,21.62,1.06,6.81,25.42,61.57,2.2
2023-07-24 05:00:00,29.86,82.12,23.26,1.13,1.24,24.9,58.91,3.71
2023-07-24 06:00:00,35.33,79.73,30.39,1.3,4.35,28.15,59.34,2.48
2023-07-24 07:00:00,42.86,64.93,34.22,1.45,4.77,21.94,74.84,1.26
2023-07-24 08:00:00,32.6,80.2,32.64,1.39,7.3,28.45,48.04,2.43
2023-07-24 09:00:00,37.7,89.25,37.04,1.59,4.03,27.54,65.16,1.39
2023-07-24 10:00:00,32.08,47.6,31.27,1.43,3.02,32.87,54.14,1.59
2023-07-24 11:00:00,21.95,35.37,27.68,1.07,8.18,32.95,66.59,2.48
2023-07-24 12:00:00,13.63,27.33,20.67,1.12,7.67,30.1,68.45,7.0
2023-07-24 13:00:00,13.7,28.72,,0.96,4.28,32.93,52.4,5.82
2023-07-24 14:00:00,15.8,34.36,19.21,0.93,6.41,32.93,54.77,5.63
2023-07-24 15:00:00,17.56,50.8,22.94,0.95,10.31,28.72,66.17,6.37
2023-07-24 16:00:00,20.08,34.5,22.64,1.01,8.68,32.47,63.89,5.03
2023-07-24 17:00:00,20.95,40.87,25.01,1.01,7.49,26.26,41.21,5.12
2023-07-24 18:00:00,19.39,44.45,23.58,1.06,7.79,24.6,69.43,7.96
2023-07-24 19:00:00,28.23,59.7,26.55,1.15,3.8,25.47,74.8,5.06
2023-07-24 20:00:00,10.54,33.81,32.51,1.06,,21.82,66.59,13.32
2023-07-24 21:00:00,17.2,39.92,24.09,1.02,3.47,21.67,72.27,6.14
2023-07-24 22:00:00,12.89,32.2,18.73,0.83,3.53,23.52,73.41,5.9
2023-07-24 23:00:00,22.74,64.67,17.1,0.89,3.65,20.24,67.58,4.93
2023-07-25 00:00:00,21.52,57.27,17.0,0.91,3.24,16.53,75.29,4.28
2023-07-25 01:00:00,22.62,48.57,16.96,0.88,3.16,20.82,65.44,5.23
2023-07-25 02:00:00,17.22,29.6,20.63,0.94,3.27,19.19,66.23,3.67
2023-07-25 03:00:00,20.77,51.42,22.92,1.47,2.93,23.11,58.22,3.02
2023-07-25 04:00:00,23.15,52.12,22.24,1.06,2.42,23.81,,2.27
2023-07-25 05:00:00,21.91,48.49,26.51,1.21,1.51,26.56,75.84,2.73
2023-07-25 06:00:00,25.49,59.94,29.42,1.17,3.45,26.73,53.39,2.6
2023-07-25 07:00:00,32.9,49.37,33.91,1.47,2.35,28.39,64.22,1.95
2023-07-25 08:00:00,43.72,71.14,34.87,1.52,4.11,26.08,63.71,1.02
2023-07-25 09:00:00,36.61,71.64,33.32,1.4,10.92,30.06,69.75,2.08
2023-07-25 10:00:00,34.24,48.66,28.66,1.34,8.79,33.18,68.76,1.74
2023-07-25 11:00:00,26.79,59.56,25.71,1.15,4.35,28.37,51.91,1.81
2023-07-25 12:00:00,15.75,28.43,22.86,1.0,6.06,33.52,50.59,3.29
2023-07-25 13:00:00,23.29,61.08,22.56,1.04,3.84,28.65,54.93,4.15
2023-07-25 14:00:00,17.31,45.36,20.91,0.92,6.24,27.54,56.09,4.1
2023-07-25 15:00:00,20.87,47.71,21.67,0.96,9.91,29.04,55.58,4.95
2023-07-25 16:00:00,19.87,37.38,24.45,1.15,5.19,28.85,61.7,5.4
2023-07-25 17:00:00,26.57,59.39,27.73,1.16,10.36,28.03,52.76,4.61
2023-07-25 18:00:00,22.3,44.43,33.97,1.21,6.97,22.99,57.92,5.1
2023-07-25 19:00:00,29.71,57.23,29.39,1.46,5.69,24.49,56.08,4.95
2023-07-25 20:00:00,12.07,25.57,24.57,1.03,4.84,21.05,69.1,11.02
2023-07-25 21:00:00,20.69,45.47,21.94,1.07,12.23,18.4,66.77,5.29
2023-07-25 22:00:00,16.39,29.53,20.28,0.93,4.97,18.73,65.09,7.26
2023-07-25 23:00:00,20.53,34.84,22.17,1.56,2.76,18.58,60.4,6.69
2023-07-26 00:00:00,14.12,35.12,18.26,1.49,2.21,20.84,52.49,5.83
2023-07-26 01:00:00,23.37,48.74,17.27,0.94,7.13,22.27,77.23,4.41
2023-07-26 02:00:00,17.52,29.83,20.37,0.89,2.92,17.52,65.67,4.32
2023-07-26 03:00:00,14.97,29.44,26.33,1.06,4.31,21.97,86.11,2.79
2023-07-26 04:00:00,22.37,58.72,27.3,1.11,10.99,19.95,72.23,2.17
2023-07-26 05:00:00,26.78,42.37,29.01,1.38,6.56,24.76,76.82,2.24
2023-07-26 06:00:00,24.17,49.56,27.34,1.22,4.71,23.55,71.11,3.89
2023-07-26 07:00:00,35.38,86.45,35.05,1.46,2.89,23.99,64.08,2.31
2023-07-26 08:00:00,34.46,60.46,35.49,1.46,4.37,28.9,54.1,3.17
2023-07-26 09:00:00,25.88,49.16,34.88,1.51,5.96,27.16,52.46,4.38
2023-07-26 10:00:00,29.96,37.99,33.59,1.31,4.59,28.5,68.16,2.5
2023-07-26 11:00:00,25.34,54.91,29.56,1.15,8.68,25.19,63.97,2.27
2023-07-26 12:00:00,15.5,40.82,26.76,1.05,9.19,31.69,61.58,4.9
2023-07-26 13:00:00,16.49,38.99,20.62,0.96,4.79,31.27,63.5,2.87
2023-07-26 14:00:00,17.35,45.02,21.15,0.91,5.23,29.14,61.54,3.04
2023-07-26 15:00:00,36.14,60.9,22.76,1.14,4.69,25.28,58.0,3.6
2023-07-26 16:00:00,19.4,43.52,22.78,1.02,5.51,29.72,,5.31
2023-07-26 17:00:00,20.33,55.75,31.1,1.21,5.38,24.76,60.61,7.76
2023-07-26 18:00:00,25.09,45.58,28.68,1.13,4.76,23.89,63.61,5.98
2023-07-26 19:00:00,20.93,50.7,24.43,1.07,4.93,28.13,65.24,5.72
2023-07-26 20:00:00,20.08,41.9,21.32,0.96,11.45,20.89,64.82,6.29
2023-07-26 21:00:00,14.79,32.98,26.56,1.25,3.11,22.75,49.26,
2023-07-26 22:00:00,17.62,32.42,19.22,0.89,3.79,21.59,73.05,6.86
2023-07-26 23:00:00,27.25,72.74,19.84,1.03,5.95,20.75,75.44,5.05
2023-07-27 00:00:00,11.96,25.34,17.8,0.92,5.04,20.24,51.16,4.73
2023-07-27 01:00:00,12.3,24.61,19.09,0.86,4.42,20.6,57.17,3.55
2023-07-27 02:00:00,18.86,46.01,24.85,1.24,2.07,20.89,81.48,4.57
2023-07-27 03:00:00,24.64,66.71,21.7,0.99,7.12,21.04,67.03,4.73
2023-07-27 04:00:00,17.24,37.4,22.98,0.98,6.29,25.2,61.87,3.07
2023-07-27 05:00:00,30.21,59.65,23.61,1.2,7.33,20.76,61.98,2.29
2023-07-27 06:00:00,27.15,53.79,33.02,1.25,5.88,26.72,52.38,1.88
2023-07-27 07:00:00,36.05,61.08,32.08,1.31,3.59,27.62,58.35,2.62
2023-07-27 08:00:00,38.6,96.06,35.23,1.49,4.29,28.57,66.94,1.6
2023-07-27 09:00:00,35.18,54.13,35.09,1.42,7.2,30.45,57.52,2.44
2023-07-27 10:00:00,20.13,37.34,28.21,1.12,4.78,28.82,63.82,5.19
2023-07-27 11:00:00,22.63,41.18,24.99,1.06,3.9,25.77,75.51,2.19
2023-07-27 12:00:00,22.11,59.23,21.99,1.09,9.59,29.53,53.73,2.11
2023-07-27 13:00:00,11.75,,22.71,0.91,4.35,27.53,62.4,5.59
2023-07-27 14:00:00,17.66,47.9,22.76,1.15,5.49,27.54,68.0,3.48
2023-07-27 15:00:00,9.76,28.85,23.8,0.96,6.63,25.73,53.95,10.22
2023-07-27 16:00:00,23.23,40.98,23.38,1.13,8.35,26.22,62.45,6.75
2023-07-27 17:00:00,31.27,59.1,27.16,1.25,6.76,24.78,77.16,5.25
2023-07-27 18:00:00,20.68,49.48,29.01,1.42,6.47,19.92,63.34,6.22
2023-07-27 19:00:00,25.34,64.07,25.8,1.49,6.31,24.78,70.72,
2023-07-27 20:00:00,19.03,30.7,26.51,1.03,9.12,26.62,59.58,5.13
2023-07-27 21:00:00,,50.84,21.82,1.07,6.98,22.35,78.51,6.05
2023-07-27 22:00:00,13.38,33.26,26.58,1.01,5.52,19.94,52.88,5.56
2023-07-27 23:00:00,10.8,30.43,22.65,0.89,4.67,19.74,66.73,9.67
2023-07-28 00:00:00,17.77,32.46,19.76,0.88,2.67,18.71,55.2,5.36
2023-07-28 01:00:00,16.76,36.19,19.61,0.98,2.77,19.9,60.47,5.58
2023-07-28 02:00:00,13.89,27.28,18.0,0.92,3.35,20.15,60.23,3.22
2023-07-28 03:00:00,12.44,21.7,21.37,0.88,2.66,19.34,64.4,4.41
2023-07-28 04:00:00,17.13,39.45,24.98,1.01,3.26,25.42,52.16,2.09
2023-07-28 05:00:00,23.66,43.16,23.51,1.14,4.86,20.29,65.2,3.01
2023-07-28 06:00:00,24.86,48.56,27.01,1.09,3.24,25.99,64.89,4.0
2023-07-28 07:00:00,38.71,88.09,33.74,1.39,3.77,25.65,49.23,2.06
2023-07-28 08:00:00,38.8,83.31,41.44,1.75,2.58,30.86,52.24,1.36
2023-07-28 09:00:00,41.66,98.87,40.36,1.56,3.22,28.77,79.31,1.95
2023-07-28 10:00:00,26.05,50.93,34.95,1.32,8.07,28.16,62.1,4.03
2023-07-28 11:00:00,31.77,84.1,25.87,1.29,5.97,28.89,44.35,3.47
2023-07-28 12:00:00,18.35,38.69,27.68,1.09,,29.63,47.09,3.39
2023-07-28 13:00:00,17.08,31.04,23.12,0.98,4.04,27.1,62.13,4.26
2023-07-28 14:00:00,19.28,44.42,21.2,0.95,7.57,27.35,60.92,5.7
2023-07-28 15:00:00,18.57,46.1,21.69,0.94,7.33,24.52,57.68,
2023-07-28 16:00:00,18.63,37.05,24.0,1.11,7.2,25.21,79.38,6.77
2023-07-28 17:00:00,24.26,43.73,26.51,1.16,5.85,26.04,82.12,6.88
2023-07-28 18:00:00,32.32,82.76,26.71,1.27,7.56,25.15,59.76,5.71
2023-07-28 19:00:00,24.36,57.79,25.43,1.06,12.64,19.3,73.54,5.71
2023-07-28 20:00:00,17.21,27.8,20.82,1.0,4.78,21.78,71.96,9.04
2023-07-28 21:00:00,15.53,34.91,20.15,0.98,8.38,22.15,72.73,7.5
2023-07-28 22:00:00,10.36,24.84,22.45,1.0,9.13,19.9,60.96,11.45
2023-07-28 23:00:00,11.27,22.91,17.04,0.84,2.83,18.46,82.75,5.95
2023-07-29 00:00:00,14.74,38.62,18.0,0.88,5.52,18.6,66.57,4.05
2023-07-29 01:00:00,13.82,25.04,19.3,0.86,3.17,18.52,70.56,3.77
2023-07-29 02:00:00,10.78,27.08,17.83,1.04,3.9,18.82,66.96,5.57
2023-07-29 03:00:00,39.69,78.1,18.86,1.13,1.99,21.24,63.89,4.01
2023-07-29 04:00:00,20.48,57.38,21.04,1.13,4.74,26.54,62.99,2.33
2023-07-29 05:00:00,22.52,57.6,31.56,1.18,1.17,21.65,55.2,1.6
2023-07-29 06:00:00,34.57,84.68,37.67,1.59,4.62,23.79,47.2,1.73
2023-07-29 07:00:00,39.59,72.94,35.2,1.42,1.68,25.62,59.8,1.29
2023-07-29 08:00:00,49.78,103.84,29.83,1.58,4.07,25.55,54.51,4.13
2023-07-29 09:00:00,41.87,103.04,27.6,1.34,4.32,30.16,62.25,4.28
2023-07-29 10:00:00,27.73,58.33,32.66,1.29,3.61,24.02,66.26,4.04
2023-07-29 11:00:00,21.23,55.12,26.21,1.22,5.22,28.2,59.55,1.73
2023-07-29 12:00:00,21.69,52.56,21.97,1.01,,31.06,69.0,2.22
2023-07-29 13:00:00,18.12,43.67,27.65,1.05,3.98,28.67,59.01,2.7
2023-07-29 14:00:00,17.99,30.97,19.86,0.89,4.92,27.12,48.64,3.45
2023-07-29 15:00:00,20.36,46.42,24.28,1.04,4.97,28.84,57.13,3.63
2023-07-29 16:00:00,17.23,35.57,24.31,1.03,4.63,28.74,68.38,9.99
2023-07-29 17:00:00,22.62,39.07,27.92,1.11,5.88,26.14,46.01,7.31
2023-07-29 18:00:00,29.24,40.76,30.48,1.27,9.9,22.83,62.99,4.84
2023-07-29 19:00:00,27.31,42.07,27.98,1.14,5.43,24.05,67.37,5.16
2023-07-29 20:00:00,28.56,70.91,27.94,1.2,9.42,21.12,86.32,5.46
2023-07-29 21:00:00,19.2,49.27,20.88,0.92,3.71,22.38,73.76,7.17
2023-07-29 22:00:00,12.09,23.53,27.72,1.02,,23.06,64.61,6.61
2023-07-29 23:00:00,17.34,40.51,25.19,1.04,3.84,14.39,74.66,5.91
2023-07-30 00:00:00,15.26,39.58,18.82,0.83,3.62,19.52,51.2,7.65
2023-07-30 01:00:00,13.76,36.35,17.45,0.79,5.15,16.0,60.8,3.57
2023-07-30 02:00:00,23.69,44.73,16.54,1.07,2.49,24.85,67.33,3.26
2023-07-30 03:00:00,16.79,36.46,18.16,0.94,5.99,19.83,67.43,2.8
2023-07-30 04:00:00,26.53,56.68,30.99,1.42,3.35,23.29,65.68,2.09
2023-07-30 05:00:00,26.85,54.08,24.41,1.08,1.42,22.93,63.93,3.03
2023-07-30 06:00:00,36.67,62.13,29.79,1.41,,22.69,63.81,1.62
2023-07-30 07:00:00,32.89,86.74,38.8,1.41,4.68,23.75,63.82,2.06
2023-07-30 08:00:00,41.47,68.85,32.44,,3.4,29.97,49.58,2.73
2023-07-30 09:00:00,37.04,61.7,40.08,1.54,5.05,29.75,56.37,2.43
2023-07-30 10:00:00,27.26,63.44,30.17,1.18,2.6,32.52,46.03,1.78
2023-07-30 11:00:00,21.3,38.66,29.38,1.21,5.78,29.24,53.65,2.39
2023-07-30 12:00:00,17.92,30.49,22.4,0.93,6.55,29.87,67.67,2.62
2023-07-30 13:00:00,13.59,28.82,21.58,0.97,6.32,28.59,57.68,5.35
2023-07-30 14:00:00,18.88,47.19,20.86,0.95,5.12,28.05,64.32,3.82
2023-07-30 15:00:00,21.6,44.97,24.26,1.05,9.62,25.75,62.32,3.61
2023-07-30 16:00:00,27.08,77.13,23.63,1.27,5.45,26.97,57.35,5.45
2023-07-30 17:00:00,23.69,63.65,28.64,1.25,5.77,24.01,54.72,4.74
2023-07-30 18:00:00,22.2,35.82,24.64,1.17,,25.18,58.65,5.35
2023-07-30 19:00:00,25.36,45.07,25.98,1.2,6.83,23.34,64.79,5.53
2023-07-30 20:00:00,24.99,47.55,23.72,1.18,4.45,22.37,68.74,5.11
2023-07-30 21:00:00,13.73,24.82,18.2,0.84,7.93,24.11,63.69,9.45
2023-07-30 22:00:00,13.28,25.76,24.41,1.24,6.77,19.89,71.28,5.92
2023-07-30 23:00:00,20.69,46.34,17.22,0.86,7.19,20.98,53.05,4.67
2023-07-31 00:00:00,24.03,43.35,17.01,0.92,3.07,23.27,70.32,5.22
2023-07-31 01:00:00,25.87,44.35,17.37,1.09,6.88,21.95,55.41,4.42
2023-07-31 02:00:00,18.92,36.72,22.51,0.99,1.67,22.14,72.15,3.63
2023-07-31 03:00:00,15.52,41.91,18.4,0.85,3.99,20.02,70.01,3.44
2023-07-31 04:00:00,19.15,44.65,20.38,1.06,2.33,22.13,49.34,3.66
2023-07-31 05:00:00,22.74,54.02,27.11,1.08,5.02,20.24,71.71,1.92
2023-07-31 06:00:00,31.47,73.01,32.03,1.35,3.38,25.16,69.83,2.43
